yabby_kod,Asset,DataLogged,Latitude,Longitude,PositionAccuracy,LogReason,Battery,CINSI,SIPNO,SIRA,PARKAYNO,KUMNO,PARKUMNO,MUSTERI,KUMAS,MIKTAR,TAMIR_NEDENI,ARGE_yabby,BITTI,CREATEDATE,Yabby_Aktif,ENDDATE,zone_check
0016C001F0084DDA,14 nr.,2023-06-08T09:42:02.0000000Z,38.6186779,27.3654045,3,Heartbeat,3148,P,359320,1,776649,533798,959215,TAHA 110 MALATYA,OTTOMAN 30/1 PAM-PES,890.00,,14,False,2023-06-08 11:22:00,True,,2
