yabby_kod,Asset,DataLogged,Latitude,Longitude,PositionAccuracy,LogReason,Battery
0016C001F0084DDA,14 nr.,2023-06-08T09:42:02.0000000Z,38.6186779,27.3654045,3,Heartbeat,3148
